id,kfold,sentiment,rf_lsa_pred
46108,4,1,0.625
46109,4,1,0.675
46110,4,1,0.65
46111,4,0,0.19
46112,4,0,0.215
46113,4,1,0.415
46114,4,0,0.755
46115,4,0,0.38
46116,4,0,0.215
46117,4,0,0.15
46118,4,0,0.32
46119,4,1,0.67
46120,4,0,0.39
46121,4,0,0.59
46122,4,0,0.605
46123,4,1,0.76
46124,4,1,0.57
46125,4,1,0.655
46126,4,0,0.41
46127,4,1,0.57
46128,4,0,0.42
46129,4,1,0.535
46130,4,0,0.395
46131,4,0,0.34
46132,4,0,0.415
46133,4,1,0.795
46134,4,1,0.7
46135,4,0,0.595
46136,4,0,0.39
46137,4,1,0.42
46138,4,1,0.67
46139,4,0,0.155
46140,4,1,0.485
46141,4,1,0.6
46142,4,1,0.58
46143,4,1,0.71
46144,4,0,0.415
46145,4,0,0.22
46146,4,0,0.365
46147,4,1,0.705
46148,4,0,0.325
46149,4,1,0.59
46150,4,0,0.585
46151,4,0,0.645
46152,4,1,0.565
46153,4,1,0.71
46154,4,0,0.67
46155,4,1,0.62
46156,4,1,0.75
46157,4,1,0.49
46158,4,0,0.285
46159,4,0,0.23
46160,4,0,0.255
46161,4,0,0.62
46162,4,1,0.405
46163,4,1,0.305
46164,4,1,0.75
46165,4,0,0.295
46166,4,1,0.485
46167,4,0,0.27
46168,4,1,0.83
46169,4,0,0.48
46170,4,1,0.63
46171,4,1,0.805
46172,4,1,0.705
46173,4,0,0.555
46174,4,0,0.145
46175,4,1,0.845
46176,4,1,0.745
46177,4,0,0.405
46178,4,1,0.385
46179,4,1,0.71
46180,4,0,0.355
46181,4,1,0.32
46182,4,0,0.535
46183,4,1,0.425
46184,4,1,0.82
46185,4,0,0.255
46186,4,1,0.7
46187,4,0,0.41
46188,4,1,0.66
46189,4,1,0.79
46190,4,0,0.5
46191,4,1,0.61
46192,4,0,0.615
46193,4,0,0.36
46194,4,1,0.57
46195,4,0,0.335
46196,4,1,0.605
46197,4,0,0.615
46198,4,0,0.605
46199,4,0,0.28
46200,4,0,0.425
46201,4,1,0.82
46202,4,0,0.16
46203,4,0,0.525
46204,4,0,0.34
46205,4,0,0.455
46206,4,1,0.515
46207,4,1,0.745
46208,4,0,0.705
46209,4,0,0.265
46210,4,1,0.73
46211,4,0,0.185
46212,4,0,0.495
46213,4,0,0.54
46214,4,0,0.485
46215,4,0,0.385
46216,4,1,0.415
46217,4,0,0.43
46218,4,1,0.735
46219,4,1,0.685
46220,4,0,0.42
46221,4,1,0.635
46222,4,0,0.525
46223,4,1,0.735
46224,4,1,0.595
46225,4,0,0.26
46226,4,0,0.2
46227,4,1,0.71
46228,4,1,0.615
46229,4,1,0.44
46230,4,0,0.415
46231,4,0,0.505
46232,4,1,0.51
46233,4,1,0.51
46234,4,0,0.19
46235,4,0,0.375
46236,4,1,0.455
46237,4,1,0.595
46238,4,1,0.805
46239,4,0,0.32
46240,4,0,0.585
46241,4,1,0.515
46242,4,0,0.32
46243,4,1,0.735
46244,4,0,0.415
46245,4,1,0.715
46246,4,1,0.31
46247,4,0,0.515
46248,4,1,0.67
46249,4,0,0.735
46250,4,0,0.13
46251,4,1,0.84
46252,4,0,0.39
46253,4,0,0.23
46254,4,1,0.45
46255,4,1,0.68
46256,4,0,0.425
46257,4,1,0.825
46258,4,0,0.385
46259,4,1,0.535
46260,4,0,0.57
46261,4,1,0.68
46262,4,1,0.56
46263,4,1,0.48
46264,4,0,0.295
46265,4,1,0.39
46266,4,1,0.58
46267,4,1,0.71
46268,4,0,0.27
46269,4,1,0.86
46270,4,1,0.66
46271,4,0,0.565
46272,4,0,0.59
46273,4,1,0.825
46274,4,1,0.755
46275,4,0,0.625
46276,4,1,0.53
46277,4,0,0.19
46278,4,0,0.2
46279,4,0,0.46
46280,4,1,0.43
46281,4,1,0.815
46282,4,0,0.445
46283,4,0,0.615
46284,4,1,0.74
46285,4,0,0.505
46286,4,0,0.5
46287,4,1,0.595
46288,4,0,0.375
46289,4,0,0.25
46290,4,1,0.49
46291,4,1,0.49
46292,4,1,0.77
46293,4,0,0.25
46294,4,0,0.39
46295,4,0,0.62
46296,4,1,0.775
46297,4,0,0.375
46298,4,0,0.22
46299,4,0,0.34
46300,4,1,0.775
46301,4,1,0.77
46302,4,0,0.67
46303,4,0,0.33
46304,4,0,0.595
46305,4,0,0.36
46306,4,1,0.745
46307,4,1,0.6
46308,4,0,0.585
46309,4,0,0.535
46310,4,0,0.49
46311,4,0,0.295
46312,4,1,0.66
46313,4,0,0.685
46314,4,0,0.08
46315,4,0,0.51
46316,4,0,0.46
46317,4,1,0.72
46318,4,1,0.53
46319,4,1,0.88
46320,4,0,0.39
46321,4,1,0.67
46322,4,1,0.58
46323,4,1,0.585
46324,4,1,0.59
46325,4,0,0.455
46326,4,1,0.6
46327,4,0,0.58
46328,4,1,0.66
46329,4,1,0.37
46330,4,0,0.29
46331,4,0,0.335
46332,4,1,0.555
46333,4,1,0.525
46334,4,1,0.505
46335,4,0,0.365
46336,4,0,0.395
46337,4,0,0.6
46338,4,1,0.695
46339,4,0,0.25
46340,4,1,0.715
46341,4,0,0.29
46342,4,0,0.195
46343,4,1,0.405
46344,4,0,0.15
46345,4,0,0.43
46346,4,1,0.655
46347,4,1,0.685
46348,4,0,0.455
46349,4,1,0.405
46350,4,0,0.255
46351,4,0,0.3
46352,4,0,0.35
46353,4,1,0.5
46354,4,1,0.69
46355,4,1,0.805
46356,4,0,0.37
46357,4,0,0.415
46358,4,0,0.545
46359,4,0,0.445
46360,4,0,0.5
46361,4,1,0.465
46362,4,0,0.58
46363,4,0,0.375
46364,4,0,0.2
46365,4,1,0.565
46366,4,1,0.725
46367,4,0,0.615
46368,4,1,0.705
46369,4,0,0.605
46370,4,1,0.65
46371,4,0,0.53
46372,4,0,0.135
46373,4,1,0.45
46374,4,0,0.47
46375,4,1,0.795
46376,4,1,0.7
46377,4,0,0.41
46378,4,1,0.67
46379,4,1,0.64
46380,4,1,0.86
46381,4,1,0.4
46382,4,0,0.255
46383,4,1,0.78
46384,4,0,0.54
46385,4,1,0.575
46386,4,1,0.585
46387,4,1,0.77
46388,4,1,0.485
46389,4,1,0.65
46390,4,1,0.555
46391,4,0,0.25
46392,4,1,0.75
46393,4,0,0.325
46394,4,1,0.655
46395,4,1,0.425
46396,4,0,0.25
46397,4,1,0.76
46398,4,1,0.66
46399,4,0,0.205
46400,4,1,0.58
46401,4,0,0.335
46402,4,0,0.455
46403,4,0,0.34
46404,4,1,0.665
46405,4,0,0.33
46406,4,0,0.405
46407,4,1,0.415
46408,4,1,0.81
46409,4,1,0.445
46410,4,0,0.39
46411,4,1,0.49
46412,4,1,0.405
46413,4,1,0.84
46414,4,0,0.27
46415,4,0,0.56
46416,4,1,0.55
46417,4,0,0.42
46418,4,1,0.83
46419,4,1,0.56
46420,4,0,0.48
46421,4,0,0.21
46422,4,0,0.445
46423,4,0,0.35
46424,4,1,0.71
46425,4,0,0.205
46426,4,1,0.53
46427,4,1,0.72
46428,4,0,0.425
46429,4,0,0.465
46430,4,0,0.31
46431,4,0,0.395
46432,4,0,0.28
46433,4,0,0.38
46434,4,0,0.235
46435,4,0,0.45
46436,4,0,0.405
46437,4,1,0.68
46438,4,1,0.735
46439,4,1,0.745
46440,4,1,0.85
46441,4,1,0.54
46442,4,0,0.5
46443,4,0,0.495
46444,4,1,0.585
46445,4,1,0.555
46446,4,1,0.685
46447,4,1,0.745
46448,4,0,0.39
46449,4,1,0.83
46450,4,0,0.375
46451,4,0,0.465
46452,4,1,0.71
46453,4,0,0.245
46454,4,1,0.71
46455,4,1,0.715
46456,4,0,0.415
46457,4,0,0.17
46458,4,0,0.385
46459,4,0,0.41
46460,4,1,0.805
46461,4,1,0.405
46462,4,0,0.7
46463,4,0,0.355
46464,4,0,0.385
46465,4,1,0.65
46466,4,0,0.235
46467,4,0,0.62
46468,4,1,0.64
46469,4,1,0.765
46470,4,0,0.38
46471,4,1,0.68
46472,4,1,0.78
46473,4,1,0.22
46474,4,0,0.415
46475,4,0,0.34
46476,4,0,0.5
46477,4,0,0.405
46478,4,0,0.31
46479,4,0,0.565
46480,4,0,0.61
46481,4,1,0.79
46482,4,1,0.475
46483,4,0,0.73
46484,4,1,0.56
46485,4,0,0.485
46486,4,0,0.53
46487,4,1,0.845
46488,4,1,0.655
46489,4,1,0.77
46490,4,0,0.18
46491,4,1,0.695
46492,4,1,0.535
46493,4,0,0.165
46494,4,0,0.49
46495,4,1,0.61
46496,4,1,0.535
46497,4,0,0.375
46498,4,1,0.875
46499,4,1,0.855
46500,4,0,0.295
46501,4,0,0.245
46502,4,1,0.74
46503,4,1,0.71
46504,4,1,0.5
46505,4,0,0.42
46506,4,0,0.365
46507,4,0,0.315
46508,4,1,0.53
46509,4,0,0.34
46510,4,0,0.355
46511,4,0,0.31
46512,4,0,0.53
46513,4,0,0.16
46514,4,0,0.445
46515,4,1,0.565
46516,4,1,0.81
46517,4,0,0.09
46518,4,1,0.48
46519,4,1,0.505
46520,4,0,0.38
46521,4,0,0.365
46522,4,1,0.525
46523,4,0,0.195
46524,4,1,0.635
46525,4,1,0.655
46526,4,1,0.8
46527,4,1,0.565
46528,4,1,0.845
46529,4,0,0.145
46530,4,0,0.1
46531,4,1,0.415
46532,4,0,0.46
46533,4,0,0.53
46534,4,0,0.535
46535,4,1,0.46
46536,4,0,0.465
46537,4,0,0.415
46538,4,0,0.24
46539,4,0,0.43
46540,4,0,0.235
46541,4,1,0.54
46542,4,0,0.665
46543,4,1,0.7
46544,4,1,0.595
46545,4,0,0.37
46546,4,0,0.29
46547,4,0,0.33
46548,4,1,0.6
46549,4,1,0.665
46550,4,0,0.15
46551,4,1,0.605
46552,4,0,0.545
46553,4,1,0.835
46554,4,1,0.565
46555,4,1,0.345
46556,4,1,0.465
46557,4,1,0.5
46558,4,0,0.42
46559,4,1,0.495
46560,4,0,0.36
46561,4,1,0.755
46562,4,1,0.605
46563,4,0,0.58
46564,4,1,0.75
46565,4,1,0.505
46566,4,1,0.66
46567,4,0,0.32
46568,4,0,0.245
46569,4,1,0.69
46570,4,1,0.66
46571,4,1,0.795
46572,4,1,0.765
46573,4,1,0.815
46574,4,1,0.74
46575,4,0,0.495
46576,4,1,0.875
46577,4,0,0.165
46578,4,0,0.2
46579,4,1,0.805
46580,4,1,0.73
46581,4,1,0.825
46582,4,1,0.605
46583,4,1,0.625
46584,4,0,0.34
46585,4,0,0.455
46586,4,0,0.33
46587,4,1,0.39
46588,4,0,0.585
46589,4,0,0.37
46590,4,0,0.31
46591,4,1,0.37
46592,4,0,0.145
46593,4,1,0.815
46594,4,1,0.85
46595,4,0,0.55
46596,4,0,0.365
46597,4,0,0.54
46598,4,0,0.36
46599,4,1,0.835
46600,4,1,0.725
46601,4,0,0.735
46602,4,0,0.135
46603,4,0,0.13
46604,4,0,0.565
46605,4,0,0.22
46606,4,1,0.565
46607,4,1,0.64
46608,4,1,0.63
46609,4,1,0.57
46610,4,0,0.095
46611,4,1,0.235
46612,4,1,0.495
46613,4,1,0.725
46614,4,1,0.86
46615,4,0,0.215
46616,4,1,0.53
46617,4,1,0.44
46618,4,1,0.78
46619,4,0,0.07
46620,4,1,0.485
46621,4,0,0.495
46622,4,1,0.75
46623,4,0,0.47
46624,4,0,0.595
46625,4,1,0.555
46626,4,0,0.575
46627,4,0,0.175
46628,4,1,0.61
46629,4,0,0.12
46630,4,0,0.55
46631,4,1,0.9
46632,4,0,0.525
46633,4,1,0.515
46634,4,0,0.465
46635,4,0,0.165
46636,4,1,0.575
46637,4,1,0.41
46638,4,0,0.535
46639,4,1,0.795
46640,4,0,0.2
46641,4,1,0.78
46642,4,1,0.65
46643,4,1,0.755
46644,4,0,0.215
46645,4,0,0.215
46646,4,1,0.54
46647,4,0,0.765
46648,4,1,0.715
46649,4,0,0.27
46650,4,0,0.435
46651,4,0,0.345
46652,4,1,0.455
46653,4,1,0.715
46654,4,0,0.16
46655,4,1,0.675
46656,4,1,0.565
46657,4,0,0.27
46658,4,1,0.775
46659,4,1,0.775
46660,4,0,0.175
46661,4,0,0.52
46662,4,1,0.62
46663,4,0,0.375
46664,4,0,0.425
46665,4,1,0.71
46666,4,0,0.32
46667,4,1,0.65
46668,4,0,0.355
46669,4,0,0.16
46670,4,0,0.15
46671,4,0,0.49
46672,4,1,0.59
46673,4,0,0.58
46674,4,0,0.365
46675,4,1,0.53
46676,4,0,0.185
46677,4,1,0.875
46678,4,1,0.585
46679,4,1,0.64
46680,4,0,0.53
46681,4,1,0.575
46682,4,1,0.625
46683,4,0,0.165
46684,4,0,0.305
46685,4,0,0.53
46686,4,0,0.015
46687,4,1,0.65
46688,4,1,0.73
46689,4,1,0.685
46690,4,0,0.125
46691,4,1,0.56
46692,4,0,0.325
46693,4,1,0.51
46694,4,0,0.37
46695,4,1,0.775
46696,4,1,0.755
46697,4,0,0.255
46698,4,0,0.195
46699,4,0,0.55
46700,4,1,0.75
46701,4,1,0.63
46702,4,1,0.505
46703,4,1,0.85
46704,4,1,0.7
46705,4,0,0.355
46706,4,1,0.745
46707,4,0,0.49
46708,4,1,0.775
46709,4,0,0.3
46710,4,0,0.315
46711,4,0,0.55
46712,4,0,0.255
46713,4,0,0.16
46714,4,1,0.645
46715,4,1,0.815
46716,4,1,0.535
46717,4,0,0.145
46718,4,0,0.47
46719,4,1,0.71
46720,4,0,0.295
46721,4,0,0.66
46722,4,1,0.695
46723,4,1,0.645
46724,4,1,0.805
46725,4,0,0.215
46726,4,1,0.385
46727,4,0,0.575
46728,4,1,0.365
46729,4,0,0.395
46730,4,1,0.56
46731,4,1,0.685
46732,4,0,0.555
46733,4,0,0.585
46734,4,1,0.68
46735,4,1,0.545
46736,4,1,0.7
46737,4,0,0.415
46738,4,1,0.56
46739,4,0,0.325
46740,4,1,0.49
46741,4,1,0.54
46742,4,0,0.625
46743,4,0,0.345
46744,4,0,0.515
46745,4,0,0.435
46746,4,0,0.375
46747,4,1,0.525
46748,4,1,0.42
46749,4,0,0.3
46750,4,0,0.13
46751,4,0,0.175
46752,4,1,0.775
46753,4,1,0.66
46754,4,0,0.325
46755,4,0,0.29
46756,4,0,0.155
46757,4,1,0.345
46758,4,0,0.245
46759,4,1,0.88
46760,4,0,0.24
46761,4,1,0.825
46762,4,0,0.505
46763,4,1,0.91
46764,4,1,0.605
46765,4,1,0.535
46766,4,0,0.66
46767,4,1,0.575
46768,4,0,0.38
46769,4,0,0.29
46770,4,1,0.665
46771,4,0,0.085
46772,4,1,0.615
46773,4,1,0.805
46774,4,0,0.335
46775,4,1,0.725
46776,4,1,0.555
46777,4,0,0.455
46778,4,1,0.645
46779,4,1,0.48
46780,4,0,0.545
46781,4,1,0.215
46782,4,1,0.865
46783,4,1,0.585
46784,4,1,0.67
46785,4,1,0.735
46786,4,0,0.54
46787,4,1,0.59
46788,4,0,0.165
46789,4,0,0.285
46790,4,1,0.735
46791,4,1,0.72
46792,4,0,0.155
46793,4,1,0.76
46794,4,1,0.815
46795,4,0,0.565
46796,4,1,0.515
46797,4,1,0.635
46798,4,1,0.415
46799,4,0,0.065
46800,4,0,0.605
46801,4,0,0.285
46802,4,1,0.805
46803,4,0,0.445
46804,4,0,0.37
46805,4,1,0.375
46806,4,0,0.255
46807,4,0,0.395
46808,4,1,0.35
46809,4,0,0.41
46810,4,1,0.32
46811,4,0,0.23
46812,4,1,0.76
46813,4,0,0.4
46814,4,1,0.53
46815,4,0,0.46
46816,4,1,0.87
46817,4,0,0.42
46818,4,0,0.56
46819,4,1,0.57
46820,4,1,0.74
46821,4,1,0.715
46822,4,1,0.47
46823,4,1,0.71
46824,4,1,0.79
46825,4,1,0.58
46826,4,1,0.73
46827,4,1,0.59
46828,4,0,0.4
46829,4,0,0.235
46830,4,1,0.69
46831,4,0,0.25
46832,4,0,0.52
46833,4,1,0.555
46834,4,0,0.245
46835,4,0,0.275
46836,4,1,0.68
46837,4,1,0.81
46838,4,1,0.61
46839,4,0,0.405
46840,4,1,0.395
46841,4,0,0.215
46842,4,1,0.655
46843,4,1,0.62
46844,4,0,0.4
46845,4,0,0.405
46846,4,0,0.18
46847,4,0,0.62
46848,4,0,0.655
46849,4,0,0.35
46850,4,0,0.52
46851,4,0,0.31
46852,4,1,0.835
46853,4,1,0.7
46854,4,0,0.215
46855,4,1,0.505
46856,4,1,0.5
46857,4,1,0.455
46858,4,0,0.275
46859,4,1,0.75
46860,4,1,0.71
46861,4,0,0.525
46862,4,1,0.765
46863,4,1,0.825
46864,4,0,0.49
46865,4,1,0.51
46866,4,1,0.795
46867,4,0,0.3
46868,4,1,0.655
46869,4,0,0.33
46870,4,1,0.63
46871,4,1,0.78
46872,4,0,0.61
46873,4,0,0.545
46874,4,0,0.28
46875,4,1,0.575
46876,4,1,0.715
46877,4,0,0.585
46878,4,1,0.67
46879,4,1,0.725
46880,4,0,0.405
46881,4,1,0.85
46882,4,1,0.49
46883,4,1,0.55
46884,4,0,0.49
46885,4,0,0.275
46886,4,0,0.335
46887,4,1,0.775
46888,4,1,0.69
46889,4,0,0.72
46890,4,0,0.065
46891,4,0,0.3
46892,4,0,0.33
46893,4,0,0.495
46894,4,1,0.73
46895,4,0,0.26
46896,4,1,0.45
46897,4,1,0.755
46898,4,1,0.31
46899,4,0,0.225
46900,4,0,0.625
46901,4,1,0.69
46902,4,0,0.7
46903,4,1,0.535
46904,4,0,0.335
46905,4,0,0.21
46906,4,0,0.23
46907,4,1,0.61
46908,4,0,0.285
46909,4,1,0.545
46910,4,1,0.645
46911,4,0,0.11
46912,4,0,0.245
46913,4,1,0.67
46914,4,1,0.66
46915,4,1,0.85
46916,4,0,0.065
46917,4,1,0.91
46918,4,0,0.115
46919,4,1,0.745
46920,4,1,0.475
46921,4,1,0.425
46922,4,1,0.77
46923,4,0,0.44
46924,4,1,0.825
46925,4,0,0.625
46926,4,0,0.56
46927,4,0,0.525
46928,4,0,0.27
46929,4,1,0.475
46930,4,0,0.44
46931,4,0,0.09
46932,4,0,0.235
46933,4,1,0.955
46934,4,1,0.65
46935,4,0,0.485
46936,4,1,0.69
46937,4,0,0.36
46938,4,0,0.105
46939,4,1,0.67
46940,4,0,0.515
46941,4,1,0.695
46942,4,0,0.29
46943,4,1,0.62
46944,4,0,0.31
46945,4,1,0.615
46946,4,0,0.22
46947,4,1,0.63
46948,4,1,0.825
46949,4,0,0.375
46950,4,1,0.62
46951,4,1,0.74
46952,4,0,0.34
46953,4,0,0.415
46954,4,1,0.66
46955,4,0,0.51
46956,4,1,0.75
46957,4,1,0.61
46958,4,1,0.66
46959,4,1,0.63
46960,4,1,0.755
46961,4,1,0.87
46962,4,0,0.1
46963,4,1,0.395
46964,4,0,0.12
46965,4,0,0.195
46966,4,0,0.53
46967,4,1,0.71
46968,4,1,0.15
46969,4,1,0.75
46970,4,0,0.525
46971,4,1,0.75
46972,4,0,0.225
46973,4,1,0.44
46974,4,0,0.435
46975,4,0,0.405
46976,4,0,0.42
46977,4,1,0.79
46978,4,0,0.415
46979,4,0,0.22
46980,4,1,0.61
46981,4,1,0.655
46982,4,1,0.33
46983,4,0,0.285
46984,4,0,0.58
46985,4,1,0.62
46986,4,1,0.635
46987,4,0,0.495
46988,4,0,0.295
46989,4,0,0.415
46990,4,1,0.725
46991,4,0,0.515
46992,4,1,0.67
46993,4,1,0.715
46994,4,0,0.535
46995,4,0,0.225
46996,4,0,0.605
46997,4,1,0.865
46998,4,1,0.665
46999,4,0,0.415
47000,4,0,0.26
47001,4,0,0.185
47002,4,1,0.73
47003,4,0,0.215
47004,4,1,0.64
47005,4,0,0.49
47006,4,0,0.495
47007,4,0,0.315
47008,4,0,0.1
47009,4,0,0.32
47010,4,0,0.31
47011,4,1,0.675
47012,4,1,0.785
47013,4,0,0.615
47014,4,0,0.395
47015,4,0,0.17
47016,4,1,0.55
47017,4,0,0.315
47018,4,0,0.29
47019,4,1,0.545
47020,4,0,0.195
47021,4,1,0.305
47022,4,0,0.365
47023,4,0,0.11
47024,4,0,0.78
47025,4,1,0.685
47026,4,0,0.1
47027,4,1,0.485
47028,4,0,0.45
47029,4,1,0.8
47030,4,0,0.24
47031,4,0,0.515
47032,4,0,0.355
47033,4,0,0.275
47034,4,0,0.17
47035,4,1,0.56
47036,4,0,0.59
47037,4,0,0.22
47038,4,0,0.45
47039,4,1,0.69
47040,4,1,0.55
47041,4,1,0.59
47042,4,0,0.425
47043,4,1,0.665
47044,4,0,0.33
47045,4,1,0.615
47046,4,0,0.085
47047,4,1,0.475
47048,4,1,0.8
47049,4,0,0.39
47050,4,1,0.9
47051,4,1,0.335
47052,4,1,0.875
47053,4,0,0.69
47054,4,1,0.685
47055,4,0,0.51
47056,4,0,0.17
47057,4,0,0.52
47058,4,0,0.205
47059,4,1,0.62
47060,4,1,0.425
47061,4,1,0.495
47062,4,0,0.25
47063,4,1,0.64
47064,4,0,0.365
47065,4,1,0.845
47066,4,1,0.725
47067,4,1,0.565
47068,4,0,0.515
47069,4,0,0.39
47070,4,0,0.27
47071,4,0,0.395
47072,4,0,0.12
47073,4,0,0.35
47074,4,1,0.645
47075,4,0,0.57
47076,4,1,0.56
47077,4,0,0.335
47078,4,0,0.5
47079,4,1,0.37
47080,4,1,0.695
47081,4,0,0.635
47082,4,0,0.41
47083,4,0,0.51
47084,4,1,0.555
47085,4,0,0.345
47086,4,0,0.35
47087,4,0,0.38
47088,4,1,0.56
47089,4,0,0.315
47090,4,0,0.445
47091,4,1,0.645
47092,4,0,0.25
47093,4,1,0.315
47094,4,1,0.68
47095,4,0,0.475
47096,4,1,0.665
47097,4,0,0.5
47098,4,0,0.51
47099,4,1,0.84
47100,4,1,0.525
47101,4,0,0.335
47102,4,1,0.44
47103,4,0,0.465
47104,4,0,0.455
47105,4,1,0.675
47106,4,1,0.47
47107,4,0,0.195
47108,4,0,0.335
47109,4,0,0.6
47110,4,0,0.265
47111,4,0,0.315
47112,4,0,0.185
47113,4,1,0.715
47114,4,0,0.43
47115,4,1,0.61
47116,4,1,0.65
47117,4,1,0.68
47118,4,0,0.365
47119,4,0,0.18
47120,4,1,0.65
47121,4,0,0.285
47122,4,1,0.42
47123,4,0,0.49
47124,4,1,0.24
47125,4,1,0.905
47126,4,0,0.545
47127,4,0,0.16
47128,4,1,0.61
47129,4,0,0.21
47130,4,1,0.89
47131,4,1,0.58
47132,4,0,0.32
47133,4,0,0.245
47134,4,0,0.455
47135,4,1,0.565
47136,4,1,0.53
47137,4,1,0.7
47138,4,0,0.61
47139,4,0,0.34
47140,4,1,0.83
47141,4,0,0.285
47142,4,0,0.25
47143,4,1,0.655
47144,4,0,0.34
47145,4,0,0.405
47146,4,0,0.285
47147,4,0,0.11
47148,4,0,0.415
47149,4,0,0.475
47150,4,1,0.485
47151,4,1,0.78
47152,4,0,0.38
47153,4,0,0.24
47154,4,0,0.175
47155,4,1,0.635
47156,4,1,0.78
47157,4,1,0.6
47158,4,0,0.685
47159,4,1,0.805
47160,4,0,0.41
47161,4,0,0.29
47162,4,1,0.66
47163,4,1,0.815
47164,4,1,0.73
47165,4,0,0.785
47166,4,0,0.29
47167,4,0,0.56
47168,4,0,0.315
47169,4,0,0.365
47170,4,1,0.77
47171,4,1,0.655
47172,4,1,0.65
47173,4,1,0.915
47174,4,1,0.55
47175,4,0,0.32
47176,4,1,0.685
47177,4,1,0.645
47178,4,1,0.63
47179,4,0,0.29
47180,4,1,0.5
47181,4,0,0.57
47182,4,1,0.685
47183,4,0,0.115
47184,4,0,0.45
47185,4,1,0.56
47186,4,1,0.515
47187,4,0,0.215
47188,4,0,0.435
47189,4,0,0.405
47190,4,0,0.57
47191,4,1,0.46
47192,4,0,0.51
47193,4,0,0.45
47194,4,1,0.605
47195,4,1,0.47
47196,4,1,0.465
47197,4,0,0.37
47198,4,1,0.625
47199,4,1,0.68
47200,4,0,0.54
47201,4,1,0.45
47202,4,1,0.685
47203,4,0,0.33
47204,4,0,0.22
47205,4,0,0.205
47206,4,1,0.53
47207,4,0,0.22
47208,4,0,0.245
47209,4,1,0.85
47210,4,1,0.46
47211,4,1,0.665
47212,4,1,0.48
47213,4,1,0.84
47214,4,1,0.665
47215,4,1,0.7
47216,4,0,0.1
47217,4,0,0.44
47218,4,1,0.415
47219,4,0,0.525
47220,4,1,0.565
47221,4,1,0.61
47222,4,1,0.69
47223,4,0,0.35
47224,4,1,0.665
47225,4,1,0.48
47226,4,0,0.285
47227,4,1,0.825
47228,4,1,0.625
47229,4,1,0.715
47230,4,1,0.485
47231,4,0,0.155
47232,4,1,0.51
47233,4,1,0.57
47234,4,0,0.4
47235,4,1,0.655
47236,4,1,0.815
47237,4,0,0.385
47238,4,1,0.495
47239,4,0,0.225
47240,4,0,0.385
47241,4,1,0.71
47242,4,1,0.915
47243,4,1,0.535
47244,4,0,0.265
47245,4,1,0.785
47246,4,0,0.34
47247,4,1,0.73
47248,4,0,0.435
47249,4,0,0.41
47250,4,1,0.475
47251,4,1,0.45
47252,4,0,0.38
47253,4,1,0.645
47254,4,1,0.58
47255,4,1,0.805
47256,4,0,0.35
47257,4,1,0.705
47258,4,1,0.71
47259,4,0,0.325
47260,4,0,0.56
47261,4,0,0.34
47262,4,0,0.235
47263,4,0,0.505
47264,4,1,0.66
47265,4,1,0.805
47266,4,1,0.625
47267,4,0,0.21
47268,4,1,0.465
47269,4,0,0.275
47270,4,1,0.57
47271,4,0,0.195
47272,4,0,0.34
47273,4,0,0.385
47274,4,1,0.765
47275,4,0,0.51
47276,4,1,0.73
47277,4,0,0.48
47278,4,1,0.775
47279,4,1,0.65
47280,4,0,0.405
47281,4,0,0.36
47282,4,0,0.135
47283,4,1,0.48
47284,4,1,0.645
47285,4,1,0.465
47286,4,0,0.265
47287,4,0,0.575
47288,4,0,0.28
47289,4,0,0.235
47290,4,0,0.465
47291,4,1,0.665
47292,4,1,0.54
47293,4,0,0.725
47294,4,1,0.9
47295,4,1,0.785
47296,4,1,0.78
47297,4,1,0.48
47298,4,1,0.52
47299,4,1,0.545
47300,4,1,0.745
47301,4,0,0.255
47302,4,0,0.285
47303,4,1,0.275
47304,4,1,0.415
47305,4,1,0.61
47306,4,1,0.74
47307,4,1,0.15
47308,4,0,0.46
47309,4,1,0.78
47310,4,0,0.18
47311,4,0,0.49
47312,4,0,0.505
47313,4,0,0.485
47314,4,0,0.22
47315,4,0,0.325
47316,4,1,0.675
47317,4,1,0.395
47318,4,0,0.225
47319,4,0,0.395
47320,4,0,0.445
47321,4,1,0.74
47322,4,1,0.4
47323,4,0,0.18
47324,4,1,0.745
47325,4,1,0.71
47326,4,0,0.4
47327,4,1,0.38
47328,4,0,0.47
47329,4,0,0.38
47330,4,0,0.72
47331,4,0,0.53
47332,4,1,0.33
47333,4,0,0.37
47334,4,0,0.55
47335,4,1,0.74
47336,4,1,0.635
47337,4,1,0.73
47338,4,0,0.275
47339,4,0,0.195
47340,4,0,0.62
47341,4,1,0.76
47342,4,0,0.435
47343,4,0,0.445
47344,4,0,0.175
47345,4,0,0.38
47346,4,0,0.335
47347,4,1,0.585
47348,4,1,0.42
47349,4,0,0.415
47350,4,0,0.29
47351,4,1,0.73
47352,4,1,0.445
47353,4,0,0.55
47354,4,1,0.585
47355,4,0,0.46
47356,4,0,0.27
47357,4,0,0.2
47358,4,1,0.55
47359,4,0,0.305
47360,4,0,0.295
47361,4,0,0.38
47362,4,0,0.175
47363,4,0,0.24
47364,4,1,0.775
47365,4,0,0.485
47366,4,1,0.685
47367,4,0,0.55
47368,4,1,0.425
47369,4,1,0.435
47370,4,0,0.46
47371,4,0,0.19
47372,4,0,0.32
47373,4,1,0.415
47374,4,0,0.95
47375,4,1,0.595
47376,4,0,0.745
47377,4,1,0.915
